1000, 0.000000
2000, 1.000000
3000, 1.000000
4000, 2.000000
5000, 4.000000
6000, 5.000000
7000, 7.000000
8000, 9.000000
9000, 11.000000
10000, 13.000000
11000, 16.000000
12000, 19.000000
13000, 26.000000
14000, 25.000000
15000, 29.000000
16000, 32.000000
17000, 39.000000
18000, 45.000000
19000, 50.000000
20000, 55.000000
